model,recall@5,precision@5,hit_rate@5,ndcg@5,map@5,recall@10,precision@10,hit_rate@10,ndcg@10,map@10,recall@20,precision@20,hit_rate@20,ndcg@20,map@20,recall@50,precision@50,hit_rate@50,ndcg@50,map@50,coverage@20,novelty@20,gini@20,revenue_hit@20,fit_s,infer_ms_per_1k
two_tower,0.2834723853928819,0.14004249133400423,0.5522755227552275,0.25925774434493176,0.190040068582504,0.3625707482970147,0.0904618137090462,0.6468746505646875,0.28971824931382184,0.20293341695270178,0.4392687719675307,0.05555741921055574,0.7214581236721458,0.3153139811256836,0.2116948137751448,0.5484429807895088,0.02810242647881024,0.8047635021804763,0.344047689282058,0.21813690985673453,0.906,11.47787094116211,0.7325761617790771,7.913395881652832,615.7,14.8
