model,recall@5,precision@5,hit_rate@5,ndcg@5,map@5,recall@10,precision@10,hit_rate@10,ndcg@10,map@10,recall@20,precision@20,hit_rate@20,ndcg@20,map@20,recall@50,precision@50,hit_rate@50,ndcg@50,map@50,coverage@20,novelty@20,gini@20,revenue_hit@20,infer_ms_per_1k
two_stage_ranker,0.35901399903412656,0.17785977859778598,0.6507883260650789,0.3227547478736409,0.240746269583908,0.4754976442916732,0.11913228223191324,0.7605948786760595,0.36842853689578087,0.26268359540858516,0.5465330934301077,0.06921055574192106,0.8114726601811473,0.3922429008513724,0.27181998228712334,0.6393599377748992,0.032769764061276976,0.8662641171866264,0.4167880728484633,0.27785511779513966,0.94075,10.75132942199707,0.7913071563252535,10.47553825378418,469.2
